Mandi Name - Agmark,Mandi Name (Hi),District ID,District Name - Agmark,State Name,Source
Nambiyur,नांबीयूर,1807,Erode,Tamil Nadu,Agmark
Perundurai,पेरुंदुरई,1807,Erode,Tamil Nadu,Agmark
Punchaipuliyampatti,पंचायतीपुलियामपट्टी,1807,Erode,Tamil Nadu,Agmark
Sathyamangalam,सत्यमंगलम,1807,Erode,Tamil Nadu,Agmark
Sivagiri,शिवगिरि,1807,Erode,Tamil Nadu,Agmark
Thalavadi,थलावाड़ी,1807,Erode,Tamil Nadu,Agmark
Vellakkoil,वेलाक्कोइल,1807,Erode,Tamil Nadu,Agmark
Vellakovil,वेल्लाकोविल,1807,Erode,Tamil Nadu,Agmark
Vellankoil,वेलाक्कोइल,1807,Erode,Tamil Nadu,Agmark
Alangudi,अलंगुडी,1809,Pudukkottai,Tamil Nadu,Agmark
Aranthangi,अरंथांगी,1809,Pudukkottai,Tamil Nadu,Agmark
Pudukottai,पुडुकोट्टई,1809,Pudukkottai,Tamil Nadu,Agmark
Budalur,बुडालुर,1810,Thanjavur,Tamil Nadu,Agmark
Kumbakonam,कुंभकोणम,1810,Thanjavur,Tamil Nadu,Agmark
Orathanadu,ओरथनाडु,1810,Thanjavur,Tamil Nadu,Agmark
Papanasam,पापनाशम,1810,Thanjavur,Tamil Nadu,Agmark
Pattukottai,पट्टुकोट्टई,1810,Thanjavur,Tamil Nadu,Agmark
Polur,पोलूर,1810,Thanjavur,Tamil Nadu,Agmark
Thanjavur,तंजावुर,1810,Thanjavur,Tamil Nadu,Agmark
Thiruppananthal,थिरुप्पनथल,1810,Thanjavur,Tamil Nadu,Agmark
Vallam,वल्लम,1810,Thanjavur,Tamil Nadu,Agmark
Madurai,मदुरै,1811,Madurai,Tamil Nadu,Agmark
Melur,मेलूर,1811,Madurai,Tamil Nadu,Agmark
Thirumangalam,थिरुमंगलम,1811,Madurai,Tamil Nadu,Agmark
Usilampatty,यूसिलामपाटी,1811,Madurai,Tamil Nadu,Agmark
Kamuthi,कामूथी,1812,Ramanathapuram,Tamil Nadu,Agmark
Paramakudi,परमाकुडी,1812,Ramanathapuram,Tamil Nadu,Agmark
Rajasingamangalam,राजसिंगमंगलम,1812,Ramanathapuram,Tamil Nadu,Agmark
Ramanathapuram(phase 3),रामनाथपुरम (चरण 3),1812,Ramanathapuram,Tamil Nadu,Agmark
Sivagangai,शिवगंगई,1812,Ramanathapuram,Tamil Nadu,Agmark
Nilgiris,नीलगिरी,1814,The Nilgiris,Tamil Nadu,Agmark
Aruppukottai,अरुप्पुकोट्टई,1817,Virudhunagar,Tamil Nadu,Agmark
Rajapalayam,राजापलयम,1817,Virudhunagar,Tamil Nadu,Agmark
Ramanathapuram,रामनाथपुरम,1817,Virudhunagar,Tamil Nadu,Agmark
Sathur,साथूर,1817,Virudhunagar,Tamil Nadu,Agmark
Virudhunagar,विरुधुनगर,1817,Virudhunagar,Tamil Nadu,Agmark
Namagiripettai,नामगिरीपेट्टाई,1818,Namakkal,Tamil Nadu,Agmark
Namakkal,नमक्कल,1818,Namakkal,Tamil Nadu,Agmark
Namakkal(Agri. Coop. Marketing Society),नमक्कल (एग्री कॉप मार्केटिंग सोसाइटी),1818,Namakkal,Tamil Nadu,Agmark
Rasipuram,रासीपुरम,1818,Namakkal,Tamil Nadu,Agmark
Tiruchengode,तिरुचेनगोडे,1818,Namakkal,Tamil Nadu,Agmark
Velur,वेलूर,1818,Namakkal,Tamil Nadu,Agmark
Karur,करूर,1819,Karur,Tamil Nadu,Agmark
Dindigul,डिंडीगुल,1821,Dindigul,Tamil Nadu,Agmark
Gopalpatti,गोपालपट्टी,1821,Dindigul,Tamil Nadu,Agmark
Natham,नाथम,1821,Dindigul,Tamil Nadu,Agmark
Oddunchairum,ओढूनचेअरमन,1821,Dindigul,Tamil Nadu,Agmark
Palani,पलानी,1821,Dindigul,Tamil Nadu,Agmark
Vadamadurai,वडामादुरई,1821,Dindigul,Tamil Nadu,Agmark
Vathlagundu,वठलागुंडू,1821,Dindigul,Tamil Nadu,Agmark
Vedachandur,वेदचन्द्र,1821,Dindigul,Tamil Nadu,Agmark
Koradacheri,कोराडाचेरी,1822,Thiruvarur,Tamil Nadu,Agmark
Kudavasal,कुदावासल,1822,Thiruvarur,Tamil Nadu,Agmark
Mannargudi,मन्नारगुडी,1822,Thiruvarur,Tamil Nadu,Agmark
Mannarkudi,मन्नारकुडी,1822,Thiruvarur,Tamil Nadu,Agmark
Poonthottam,पूनथोट्टम,1822,Thiruvarur,Tamil Nadu,Agmark
Thiruvarur,तिरुवरूर,1822,Thiruvarur,Tamil Nadu,Agmark
Tiruthuraipoondi,तिरुथुराईपोंडी,1822,Thiruvarur,Tamil Nadu,Agmark
Vaduvur,वडुवुर,1822,Thiruvarur,Tamil Nadu,Agmark
Valangaiman,वालांगईमण,1822,Thiruvarur,Tamil Nadu,Agmark
Ananthapuram,अनंतपुरम,1823,Villupuram,Tamil Nadu,Agmark
Avalurpet,अवलुरपेट,1823,Villupuram,Tamil Nadu,Agmark
Chinnasalem,चिन्नासालेम,1823,Villupuram,Tamil Nadu,Agmark
Gingee,जिंगी,1823,Villupuram,Tamil Nadu,Agmark
Kallakurichi,कल्लाकुरिची,1823,Villupuram,Tamil Nadu,Agmark
Manalurpet,मनालुरपेटी,1823,Villupuram,Tamil Nadu,Agmark
Manalurpettai,मनालुरपेटी,1823,Villupuram,Tamil Nadu,Agmark
Marakkanam,मरक्कनम,1823,Villupuram,Tamil Nadu,Agmark
Moongilthuraipattu,मूंगिलथुरैपट्टू,1823,Villupuram,Tamil Nadu,Agmark
Sangarapuram,संगारापुरम,1823,Villupuram,Tamil Nadu,Agmark
Thirukovilur,थिरुकोविलूर,1823,Villupuram,Tamil Nadu,Agmark
Thiruvennainallur,थिरुवेननल्लूर,1823,Villupuram,Tamil Nadu,Agmark
Thiryagadurgam,थिरयागदुर्गम,1823,Villupuram,Tamil Nadu,Agmark
Tindivanam,टिंडीवनम,1823,Villupuram,Tamil Nadu,Agmark
Tiruvennainallur,तिरुवेन्नानल्लूर,1823,Villupuram,Tamil Nadu,Agmark
Ulundurpettai,उलुंदुरपेटी,1823,Villupuram,Tamil Nadu,Agmark
Vadakanandhal,वडकानंदाल,1823,Villupuram,Tamil Nadu,Agmark
Valathi,वलाथी,1823,Villupuram,Tamil Nadu,Agmark
Vikkiravandi,विक्कीरावंडी,1823,Villupuram,Tamil Nadu,Agmark
Villupuram,विल्लुपुरम,1823,Villupuram,Tamil Nadu,Agmark
Bodinayakkanur,बोडिनायक्कनूर,1824,Theni,Tamil Nadu,Agmark
Chinnamanur,चिन्नामनूर,1824,Theni,Tamil Nadu,Agmark
Cumbum,कुंबम,1824,Theni,Tamil Nadu,Agmark
Theni,थेनी,1824,Theni,Tamil Nadu,Agmark
Kilvelur,किल्वलूर,1825,Nagapattinam,Tamil Nadu,Agmark
Kuttulam,कुट्टुलम,1825,Nagapattinam,Tamil Nadu,Agmark
Mailaduthurai,मैलाडुथुराई,1825,Nagapattinam,Tamil Nadu,Agmark
Nagapattinam,नागपट्टिनम,1825,Nagapattinam,Tamil Nadu,Agmark
Sembanarkoil,सेंबानारकोइल,1825,Nagapattinam,Tamil Nadu,Agmark
Sirkali,सिरकाली,1825,Nagapattinam,Tamil Nadu,Agmark
Thirupoondi,थिरुपूंडी,1825,Nagapattinam,Tamil Nadu,Agmark
Vedaranyam,वेदारण्यम,1825,Nagapattinam,Tamil Nadu,Agmark
Chennai,चेन्नई,1829,Chennai,Tamil Nadu,Agmark
Koyambedu,कोयमबेडु,1829,Chennai,Tamil Nadu,Agmark
Andimadom,एंडीमाडोम,1830,Ariyalur,Tamil Nadu,Agmark
Ariyalur Market,अरियालुर बाजार,1830,Ariyalur,Tamil Nadu,Agmark
Jayamkondam,जयमकोंडम,1830,Ariyalur,Tamil Nadu,Agmark
Bargur,बरगुर,1831,Krishnagiri,Tamil Nadu,Agmark
Denkanikottai,डेंकानिकोट्टै,1831,Krishnagiri,Tamil Nadu,Agmark
Hosur,होसुर,1831,Krishnagiri,Tamil Nadu,Agmark
Krishnagiri,कृष्णगिरि,1831,Krishnagiri,Tamil Nadu,Agmark
Pochampalli,पोचमपल्ली,1831,Krishnagiri,Tamil Nadu,Agmark
Uthangarai,उथांगाराय,1831,Krishnagiri,Tamil Nadu,Agmark
"Alwal,RBZ","अलवल, आरबीजेड",114,Ranga Reddy,Telangana,Agmark
Chevella,चेवेला,114,Ranga Reddy,Telangana,Agmark
Ibrahimputnam,इब्राहिमपुतनाम,114,Ranga Reddy,Telangana,Agmark
"Kukatpally,RBZ","कुकटपल्ली, आरबीजेड",114,Ranga Reddy,Telangana,Agmark
Kukatpally(Rythu Bazar),कुकटपल्ली (रायथू बाजार),114,Ranga Reddy,Telangana,Agmark
Marapally,मारापल्ली,114,Ranga Reddy,Telangana,Agmark
Medchal,मेडचल,114,Ranga Reddy,Telangana,Agmark
"Mehdipatnam,RBZ","मेहदीपटनम, आरबीजेड",114,Ranga Reddy,Telangana,Agmark
Mehndipatnam(Rythu Bazar),मेहंदीपटनम (रायथू बाजार),114,Ranga Reddy,Telangana,Agmark
Narsingi,नरसिंगी,114,Ranga Reddy,Telangana,Agmark
Narsingi(Babbuguda),नरसिंगी (बब्बूगुडा),114,Ranga Reddy,Telangana,Agmark
Pargi,पारगी,114,Ranga Reddy,Telangana,Agmark
"Qutubullahpur,RBZ","कुतुबुल्लापुर, आरबीजेड",114,Ranga Reddy,Telangana,Agmark
"Ramakrisnapuram,RBZ","रामकृष्णपुरम, आरबीजेड",114,Ranga Reddy,Telangana,Agmark
Sardarnagar,सरदारनगर,114,Ranga Reddy,Telangana,Agmark
"Saroornagar,RBZ","सरूरनगर, आरबीजेड",114,Ranga Reddy,Telangana,Agmark
Shankarapally,शंकरपल्ली,114,Ranga Reddy,Telangana,Agmark
Tanduru,तंदुरु,114,Ranga Reddy,Telangana,Agmark
"Vanasthalipuram,RBZ","वनस्थलीपुरम, आरबीजेड",114,Ranga Reddy,Telangana,Agmark
Vatpally,वटपल्ली,114,Ranga Reddy,Telangana,Agmark
Vikarabad,विकाराबाद,114,Ranga Reddy,Telangana,Agmark
Mallapur,मल्लापुर,125,Jagityal,Telangana,Agmark
Achampet,अचमपेट,131,Mahbubnagar,Telangana,Agmark
Achampet(Amrabad),अचमपेट (अमराबाद),131,Mahbubnagar,Telangana,Agmark
Achampet(Lingal),अचमपेट (लिंगल),131,Mahbubnagar,Telangana,Agmark
Alampur,आलमपुर,131,Mahbubnagar,Telangana,Agmark
Amangal,अमंगल,131,Mahbubnagar,Telangana,Agmark
Atmakur,आत्माकुर,131,Mahbubnagar,Telangana,Agmark
Badepalli,बड़ेपल्ली,131,Mahbubnagar,Telangana,Agmark
Burgampadu,बुर्गम्पाडु,131,Mahbubnagar,Telangana,Agmark
Devarakadra,देवराकद्र,131,Mahbubnagar,Telangana,Agmark
Enkoor,एनकौर,131,Mahbubnagar,Telangana,Agmark
Gadwal,गडवाल,131,Mahbubnagar,Telangana,Agmark
Gadwal(Lezza),गडवाल (लेज़ा),131,Mahbubnagar,Telangana,Agmark
Kadthal,कदथल,131,Mahbubnagar,Telangana,Agmark
Kalluru,कल्लूरू,131,Mahbubnagar,Telangana,Agmark
Kalwakurthy,कलवाकुर्थी,131,Mahbubnagar,Telangana,Agmark
Kodangal,कोडंगल,131,Mahbubnagar,Telangana,Agmark
Kollapur,कोल्लापुर,131,Mahbubnagar,Telangana,Agmark
Kosgi,कोसगी,131,Mahbubnagar,Telangana,Agmark
Kothagudem,कोठागुडेम,131,Mahbubnagar,Telangana,Agmark
Madhira,मधिरा,131,Mahbubnagar,Telangana,Agmark
Mahabubnagar(Rythu Bazar),महबूबनगर (रायथू बाजार),131,Mahbubnagar,Telangana,Agmark
Mahbubnagar,महबूबनगर,131,Mahbubnagar,Telangana,Agmark
Mahbubnagar(Nawabpet),महबूबनगर (नवाबपेट),131,Mahbubnagar,Telangana,Agmark
Makthal,मकथल,131,Mahbubnagar,Telangana,Agmark
Nagarkurnool,नागरकुरनूल,131,Mahbubnagar,Telangana,Agmark
Nagarkurnool(Talkapalli),नागरकुरनूल (तालकापल्ली),131,Mahbubnagar,Telangana,Agmark
Narayanpet,नारायणपेट,131,Mahbubnagar,Telangana,Agmark
"Near Rly. Gate,Mahbubnagar,RBZ","रेली के पास। गेट, महबूबनगर, आरबीजेड",131,Mahbubnagar,Telangana,Agmark
Nelakondapally,नेलाकोंडापल्ली,131,Mahbubnagar,Telangana,Agmark
Sathupally,सथुपल्ली,131,Mahbubnagar,Telangana,Agmark
Shadnagar,शादनगर,131,Mahbubnagar,Telangana,Agmark
Shadnagar (Chowderguda),शादनगर (चौदरगुडा),131,Mahbubnagar,Telangana,Agmark
Wanaparthy Road,वानापर्थी रोड,131,Mahbubnagar,Telangana,Agmark
Wanaparthy Road(Prbbair),वानापर्थी रोड (प्रब्बैर),131,Mahbubnagar,Telangana,Agmark
Wanaparthy town,वानापर्थी शहर,131,Mahbubnagar,Telangana,Agmark
Wyra,व्यारा,131,Mahbubnagar,Telangana,Agmark
Yellandu,येल्लंडू,131,Mahbubnagar,Telangana,Agmark
Bowenpally,बोवेनपल्ली,,Hyderabad,Telangana,Agmark
"Erragadda,RBZ","एर्रागड्डा, RBZ",,Hyderabad,Telangana,Agmark
Erragadda(Rythu Bazar),एर्रागड्डा (रायथू बाजार),,Hyderabad,Telangana,Agmark
"Falaknama,RBZ","फलकनामा, RBZ",,Hyderabad,Telangana,Agmark
Gaddiannaram,गद्दियानाराम,,Hyderabad,Telangana,Agmark
Gudimalkapur,गुडीमल्कापुर,,Hyderabad,Telangana,Agmark
Hyderabad (F&V),हैदराबाद (एफ एंड वी),,Hyderabad,Telangana,Agmark
L B Nagar,एल बी नागर,,Hyderabad,Telangana,Agmark
Mahboob Manison,महबूब मैनिसन,,Hyderabad,Telangana,Agmark
Secunderabad,सिकंदराबाद,,Hyderabad,Telangana,Agmark
Armoor,अरमूर,0116,Nizamabad,Telangana,Agmark
Banswada,बांसवाड़ा,0116,Nizamabad,Telangana,Agmark
Bhiknoor,भिकनूर,0116,Nizamabad,Telangana,Agmark
Bichkunda,बिचकुंडा,0116,Nizamabad,Telangana,Agmark
Birkur,बिरकुर,0116,Nizamabad,Telangana,Agmark
Bodhan,बोधन,0116,Nizamabad,Telangana,Agmark
Gandhari,गांधारी,0116,Nizamabad,Telangana,Agmark
Kamareddy,कामारेड्डी,0116,Nizamabad,Telangana,Agmark
Kammarpally,कम्मरपल्ली,0116,Nizamabad,Telangana,Agmark
Kotagiri,कोटागिरी,0116,Nizamabad,Telangana,Agmark
Madnoor,मदनूर,0116,Nizamabad,Telangana,Agmark
"NGOs Colony,RBZ","एनजीओ कॉलोनी, आरबीजेड",0116,Nizamabad,Telangana,Agmark
Nizamabad,निजामाबाद,0116,Nizamabad,Telangana,Agmark
Pitlam,पिटलम,0116,Nizamabad,Telangana,Agmark
"Pullanga X Road,RBZ","पुलंगा एक्स रोड, आरबीजेड",0116,Nizamabad,Telangana,Agmark
Sadashivnagar,सदाशिवनगर,0116,Nizamabad,Telangana,Agmark
Varni,वर्णी,0116,Nizamabad,Telangana,Agmark
Velpur,वेलपुर,0116,Nizamabad,Telangana,Agmark
Yellareddy,येलारेड्डी,0116,Nizamabad,Telangana,Agmark
Dubbak,दुबक,0117,Medak,Telangana,Agmark
Gajwel,गजवेल,0117,Medak,Telangana,Agmark
Jogipet,जोगीपेट,0117,Medak,Telangana,Agmark
Medak,मेडक,0117,Medak,Telangana,Agmark
"Medak Town,RBZ","मेडक टाउन, आरबीजेड",0117,Medak,Telangana,Agmark
Narayankhed,नारायणखेड,0117,Medak,Telangana,Agmark
Narsapur,नरसापुर,0117,Medak,Telangana,Agmark
Ramayampet,रामयमपेट,0117,Medak,Telangana,Agmark
"Ramchandrapuram,RBZ","रामचंद्रपुरम, आरबीजेड",0117,Medak,Telangana,Agmark
Sadasivpet,सदाशिवपेठ,0117,Medak,Telangana,Agmark
Sadasivpet(Sangareddy),सदासिवपेट (संगारेड्डी),0117,Medak,Telangana,Agmark
Sangareddy,संगारेड्डी,0117,Medak,Telangana,Agmark
Siddipet,सिद्दीपेट,0117,Medak,Telangana,Agmark
"Siddipet Town,RBZ","सिद्दीपेट टाउन, आरबीजेड",0117,Medak,Telangana,Agmark
Siddipet(Rythu Bazar),सिद्दीपेट (रायथू बाजार),0117,Medak,Telangana,Agmark
Togguta,तोगुटा,0117,Medak,Telangana,Agmark
Vantamamidi,वंतामामिडी,0117,Medak,Telangana,Agmark
Zaheerabad,जहीराबाद,0117,Medak,Telangana,Agmark
Aler,एलेर,0119,Nalgonda,Telangana,Agmark
Bhongir,भोंगीर,0119,Nalgonda,Telangana,Agmark
"Bhongir,RBZ","भोंगीर, आरबीजेड",0119,Nalgonda,Telangana,Agmark
Chandur,चंदुर,0119,Nalgonda,Telangana,Agmark
Chandur(Mungodu),चंदूर (मुंगोडु),0119,Nalgonda,Telangana,Agmark
Chityal,चिट्याल,0119,Nalgonda,Telangana,Agmark
Chityal (Narket pally),चित्याल (नारकेत पल्ली),0119,Nalgonda,Telangana,Agmark
Choutuppal,चौतुप्पल,0119,Nalgonda,Telangana,Agmark
Devarakonda,देवरकोंडा,0119,Nalgonda,Telangana,Agmark
Devarkonda(Dindi),देवरकोंडा (डिंडी),0119,Nalgonda,Telangana,Agmark
Devarkonda(Mallepalli),देवरकोंडा (मल्लेपल्ली),0119,Nalgonda,Telangana,Agmark
Halia,हलिया,0119,Nalgonda,Telangana,Agmark
Huzumnagar(Garidepally),हुजूमनगर (गरिदेपल्ली),0119,Nalgonda,Telangana,Agmark
Huzurnagar,हुजूरनगर,0119,Nalgonda,Telangana,Agmark
Huzurnagar(Matampally),हुजूरनगर (मातमपल्ली),0119,Nalgonda,Telangana,Agmark
Kanagal,कानागल,0119,Nalgonda,Telangana,Agmark
Kodad,कोडाड,0119,Nalgonda,Telangana,Agmark
"Kodad,RBZ","कोडड, RBZ",0119,Nalgonda,Telangana,Agmark
Miryalaguda,मिरयालागुडा,0119,Nalgonda,Telangana,Agmark
"Miryalaguda (NSP Camp),RBZ","मिरयालागुडा (एनएसपी कैंप), आरबीजेड",0119,Nalgonda,Telangana,Agmark
Miryalguda(Rythu Bazar),मिरयालगुडा (रायथू बाजार),0119,Nalgonda,Telangana,Agmark
Mothkur,मोठकुर,0119,Nalgonda,Telangana,Agmark
Nakrekal,नाकरेकल,0119,Nalgonda,Telangana,Agmark
Nalgonda,नलगोंडा,0119,Nalgonda,Telangana,Agmark
Neredcherla,नेरेडचे्रला,0119,Nalgonda,Telangana,Agmark
Nidamanoor,निदमनूर,0119,Nalgonda,Telangana,Agmark
Ramannapet,रमन्नापेट,0119,Nalgonda,Telangana,Agmark
"Suryapet,RBZ","सूर्यपेट, आरबीजेड",0119,Nalgonda,Telangana,Agmark
Suryapeta,सूर्यपेटा,0119,Nalgonda,Telangana,Agmark
Thittarthy,थिट्टारथी,0119,Nalgonda,Telangana,Agmark
Thungathurthy,थुंगथुर्थी,0119,Nalgonda,Telangana,Agmark
Tirumalagiri,तिरुमलागिरी,0119,Nalgonda,Telangana,Agmark
"Ursu Premises, Nalgonda,RBZ","उर्सू परिसर, नलगोंडा, आरबीजेड",0119,Nalgonda,Telangana,Agmark
Valigonda,वलीगोंडा,0119,Nalgonda,Telangana,Agmark
Venkateswarnagar,वेंकटेश्वरनगर,0119,Nalgonda,Telangana,Agmark
Venkateswarnagar(Chintapalli),वेंकटेश्वरनगर (चिंतापल्ली),0119,Nalgonda,Telangana,Agmark
Voligonda,वोलीगोंडा,0119,Nalgonda,Telangana,Agmark
Voligonda(Ramannapet),वोलिगोंडा (रमन्नापेट),0119,Nalgonda,Telangana,Agmark
Cherial,चेरियल,0120,Warangal,Telangana,Agmark
Dornakal,दोर्नकल,0120,Warangal,Telangana,Agmark
"Excise Colony,RBZ","आबकारी कॉलोनी, आरबीजेड",0120,Warangal,Telangana,Agmark
Ghanpur,घनपुर,0120,Warangal,Telangana,Agmark
Hanmarkonda(Rythu Bazar),हनमारकोंडा (रायथू बाजार),0120,Warangal,Telangana,Agmark
Jangaon,जनगांव,0120,Warangal,Telangana,Agmark
Kesamudram,केसामुद्रम,0120,Warangal,Telangana,Agmark
Kodakandal,कोडाकांडल,0120,Warangal,Telangana,Agmark
Mahabubabad,महबूबाबाद,0120,Warangal,Telangana,Agmark
Mulugu,मुलुगु,0120,Warangal,Telangana,Agmark
Narsampet,नरसमपेट,0120,Warangal,Telangana,Agmark
Narsampet(Nekonda),नरसमपेट (नेकोंडा),0120,Warangal,Telangana,Agmark
Parkal,पार्कल,0120,Warangal,Telangana,Agmark
"Pochamma Maidan,RBZ","पोचम्मा मैदान, आरबीजेड",0120,Warangal,Telangana,Agmark
"Railway Over Bridge./Fatima,RBZ","रेलवे ओवर ब्रिज/फातिमा, आरबीजेड",0120,Warangal,Telangana,Agmark
Thorrur,थोरुर,0120,Warangal,Telangana,Agmark
Warangal,वारंगल,0120,Warangal,Telangana,Agmark
Wardhannapet,वार्डनपेट,0120,Warangal,Telangana,Agmark
Bhadrachalam,भद्राचलम,0121,Khammam,Telangana,Agmark
Burgampadu,बुर्गम्पाडु,0121,Khammam,Telangana,Agmark
Charla,चारला,0121,Khammam,Telangana,Agmark
Dammapet,डम्मपेट,0121,Khammam,Telangana,Agmark
Dhammapet,धम्मपेट,0121,Khammam,Telangana,Agmark
Enkoor,एनकौर,0121,Khammam,Telangana,Agmark
Kallur,कल्लूर,0121,Khammam,Telangana,Agmark
Khammam,खम्मम,0121,Khammam,Telangana,Agmark
Kothagudem,कोठागुडेम,0121,Khammam,Telangana,Agmark
"Kothagudem P.Stadium,RBZ","कोठागुडेम पी. स्टेडियम, RBZ",0121,Khammam,Telangana,Agmark
Madhira,मधिरा,0121,Khammam,Telangana,Agmark
Nagur,नागुर,0121,Khammam,Telangana,Agmark
Nelakondapally,नेलाकोंडापल्ली,0121,Khammam,Telangana,Agmark
"Pavilion Ground,Khammam,RBZ","पवेलियन ग्राउंड, खम्मम, आरबीजेड",0121,Khammam,Telangana,Agmark
Sathupalli(Rythu Bazar),सथुपल्ली (रायथू बाजार),0121,Khammam,Telangana,Agmark
Sattupalli,सत्तूपल्ली,0121,Khammam,Telangana,Agmark
"Sattupalli (ramalayam),RBZ","सत्तूपल्ली (रामालयम), आरबीजेड",0121,Khammam,Telangana,Agmark
Wyra,वायरा,0121,Khammam,Telangana,Agmark
Yellandu,येल्लंडू,0121,Khammam,Telangana,Agmark
Choppadandi,चप्पड़दंडी,0122,Karimnagar,Telangana,Agmark
Dharmapuri,धर्मपुरी,0122,Karimnagar,Telangana,Agmark
Dharmaram,धर्मराम,0122,Karimnagar,Telangana,Agmark
Gangadhara,गंगाधारा,0122,Karimnagar,Telangana,Agmark
Gollapally,गोल्लापल्ली,0122,Karimnagar,Telangana,Agmark
Gopalraopet,गोपालरावपेट,0122,Karimnagar,Telangana,Agmark
Husnabad,हुस्नाबाद,0122,Karimnagar,Telangana,Agmark
Huzzurabad,हुज़्जुराबाद,0122,Karimnagar,Telangana,Agmark
Ibrahimpatnam,इब्राहिमपट्टनम,0122,Karimnagar,Telangana,Agmark
"Jagityal Rythu Bazar,RBZ","जगित्याल रायथू बाजार, आरबीजेड",0122,Karimnagar,Telangana,Agmark
Jagtial,जगतियाल,0122,Karimnagar,Telangana,Agmark
Jammikunta,जम्मीकुंटा,0122,Karimnagar,Telangana,Agmark
Jullapally,जुल्लापल्ली,0122,Karimnagar,Telangana,Agmark
Karimnagar,करीमनगर,0122,Karimnagar,Telangana,Agmark
Karimnagar(Rythu Bazar),करीमनगर (रायथू बाजार),0122,Karimnagar,Telangana,Agmark
"Kashmir Gadda Area,RBZ","कश्मीर गद्दा क्षेत्र, आरबीजेड",0122,Karimnagar,Telangana,Agmark
Kataram,कटाराम,0122,Karimnagar,Telangana,Agmark
Kathalapur,कथालापुर,0122,Karimnagar,Telangana,Agmark
Koratla,कोरातला,0122,Karimnagar,Telangana,Agmark
Mallial(Cheppial),मल्लियाल (चेपियाल),0122,Karimnagar,Telangana,Agmark
Manakodur,मनकोदूर,0122,Karimnagar,Telangana,Agmark
Manthani,मंथनी,0122,Karimnagar,Telangana,Agmark
Medipally,मेडीपल्ली,0122,Karimnagar,Telangana,Agmark
Metpally,मेटपल्ली,0122,Karimnagar,Telangana,Agmark
Peddapalli,पेद्दापल्ली,0122,Karimnagar,Telangana,Agmark
Pegadapally,पेगडापल्ली,0122,Karimnagar,Telangana,Agmark
Pothgal,पोथगल,0122,Karimnagar,Telangana,Agmark
Pothkapally,पोथकापल्ली,0122,Karimnagar,Telangana,Agmark
Pudur,पुदुर,0122,Karimnagar,Telangana,Agmark
Racharla(Boppapur),राचर्ला (बोप्पापुर),0122,Karimnagar,Telangana,Agmark
Rudrangi,रुद्रंगी,0122,Karimnagar,Telangana,Agmark
Sircilla,सिरसिला,0122,Karimnagar,Telangana,Agmark
Sultanabad,सुल्तानाबाद,0122,Karimnagar,Telangana,Agmark
Sultanabad(Garrepally),सुल्तानाबाद (गैरेपल्ली),0122,Karimnagar,Telangana,Agmark
Vemulawada,वेमुलावाड़ा,0122,Karimnagar,Telangana,Agmark
Vemulawada(Boinpally),वेमुलावाड़ा (बोइनपल्ली),0122,Karimnagar,Telangana,Agmark
"Weekly Market Area,RBZ","साप्ताहिक बाजार क्षेत्र, RBZ",0122,Karimnagar,Telangana,Agmark
Adilabad,आदिलाबाद,0123,Adilabad,Telangana,Agmark
Adilabad(Rythu Bazar),आदिलाबाद (रायथू बाजार),0123,Adilabad,Telangana,Agmark
Asifabad,आसिफाबाद,0123,Adilabad,Telangana,Agmark
Asifabad(Wankidi),आसिफाबाद (वानकिडी),0123,Adilabad,Telangana,Agmark
Bela,बेला,0123,Adilabad,Telangana,Agmark
Bellampally,बेलामपल्ली,0123,Adilabad,Telangana,Agmark
Bhainsa,भैंसा,0123,Adilabad,Telangana,Agmark
Boath,बोटह,0123,Adilabad,Telangana,Agmark
Chinnoar,चिन्नोअर,0123,Adilabad,Telangana,Agmark
Ichoda,इचोडा,0123,Adilabad,Telangana,Agmark
Indravelly(Utnoor),इंद्रवेल्ली (उत्नूर),0123,Adilabad,Telangana,Agmark
Jainath,जयनाथ,0123,Adilabad,Telangana,Agmark
Jainoor,जैनूर,0123,Adilabad,Telangana,Agmark
Kagaznagar,कागजनगर,0123,Adilabad,Telangana,Agmark
Khanapur,खानापुर,0123,Adilabad,Telangana,Agmark
Kuber,कुबेर,0123,Adilabad,Telangana,Agmark
Laxettipet,लक्षवेधीपेटी,0123,Adilabad,Telangana,Agmark
Mancharial,मनचारील,0123,Adilabad,Telangana,Agmark
Narnoor,नारनूर,0123,Adilabad,Telangana,Agmark
Nirmal,निर्मल,0123,Adilabad,Telangana,Agmark
"Opp.Municipal Office,Adilabad,RBZ","नगरपालिका कार्यालय के सामने, आदिलाबाद, आरबीजेड",0123,Adilabad,Telangana,Agmark
Sarangapur,सारंगपुर,0123,Adilabad,Telangana,Agmark
Masmara,मसमारा,1905,Unokoti,Tripura,Agmark
Pabiacherra,पाबियाचेरा,1905,Unokoti,Tripura,Agmark
Panichowki,पैनिकहौकी,1905,Unokoti,Tripura,Agmark
Bishalgarh,बिशालगढ़,1907,Sepahijala,Tripura,Agmark
Bishramganj,बिश्रामगंज,1907,Sepahijala,Tripura,Agmark
Boxonagar,बॉक्सोनगर,1907,Sepahijala,Tripura,Agmark
Jumpuijala,जंपुईजला,1907,Sepahijala,Tripura,Agmark
Melaghar,मेलाघर,1907,Sepahijala,Tripura,Agmark
Sonamura,सोनामुरा,1907,Sepahijala,Tripura,Agmark
